ZIPCODE	SIDO	GUGUN	DONG	RI	BLDG	BUNJI	SEQ
156-732	서울	동작구	상도1동		래미안상도3차아파트	(301∼328동)	3781
156-782	서울	동작구	상도1동		삼호아파트	(101∼106동)	3782
156-741	서울	동작구	상도1동		상도SH-Ville아파트	(201∼204동)	3783
156-743	서울	동작구	상도1동		숭실대학교		3784
156-725	서울	동작구	상도1동		중앙하이츠빌아파트		3785
156-830	서울	동작구	상도1동			1∼7	3786
156-866	서울	동작구	상도1동			36∼39	3787
156-834	서울	동작구	상도1동			53∼56	3788
156-834	서울	동작구	상도1동			78-(1∼85)	3789
156-836	서울	동작구	상도1동			159-(25∼77)	3790
156-836	서울	동작구	상도1동			159-(79∼175)	3791
156-836	서울	동작구	상도1동			243∼250	3792
156-836	서울	동작구	상도1동			258-(2∼3)	3793
156-836	서울	동작구	상도1동			309∼312	3794
156-834	서울	동작구	상도1동			313∼330	3795
156-834	서울	동작구	상도1동			332∼333	3796
156-834	서울	동작구	상도1동			335-(1∼10)	3797
156-836	서울	동작구	상도1동			339∼362	3798
156-836	서울	동작구	상도1동			363-(1∼4)	3799
156-836	서울	동작구	상도1동			364∼377	3800
156-836	서울	동작구	상도1동			390∼413	3801
156-834	서울	동작구	상도1동			415∼419	3802
156-830	서울	동작구	상도1동			424	3803
156-836	서울	동작구	상도1동			425∼428	3804
156-830	서울	동작구	상도1동			429∼438	3805
156-830	서울	동작구	상도1동			447∼460	3806
156-880	서울	동작구	상도1동			461∼465	3807
156-880	서울	동작구	상도1동			466-(1∼5)	3808
156-881	서울	동작구	상도1동			466-(6∼29)	3809
156-880	서울	동작구	상도1동			467∼473	3810
156-881	서울	동작구	상도1동			474∼488	3811
156-882	서울	동작구	상도1동			489∼498	3812
156-881	서울	동작구	상도1동			499∼513	3813
156-830	서울	동작구	상도1동			514∼699	3814
156-871	서울	동작구	상도1동			700∼751	3815
156-830	서울	동작구	상도1동			752∼793	3816
156-871	서울	동작구	상도1동			794∼812	3817
156-830	서울	동작구	상도1동			산31∼39	3818
156-834	서울	동작구	상도1동			산47	3819
156-031	서울	동작구	상도1동				3820
156-718	서울	동작구	상도2동		건영아파트		3821
156-716	서울	동작구	상도2동		대림아파트	(1∼12동)	3822
156-748	서울	동작구	상도2동		브라운스톤상도아파트	(101∼108동)	3823
156-753	서울	동작구	상도2동		상도동원베네스트아파트	(101∼104동)	3824
156-758	서울	동작구	상도2동		상도두산위브아파트	(101∼104동)	3825
156-723	서울	동작구	상도2동		상도래미안1차아파트	(101∼107동)	3826
156-749	서울	동작구	상도2동		상도포스코더샵아파트	(101∼122동)	3827
156-717	서울	동작구	상도2동		아이파크상도동아파트		3828
156-831	서울	동작구	상도2동			15∼24	3829
156-832	서울	동작구	상도2동			25	3830
156-831	서울	동작구	상도2동			26∼35	3831
156-831	서울	동작구	상도2동			152∼156	3832
156-837	서울	동작구	상도2동			157∼158	3833
156-837	서울	동작구	상도2동			159-(1∼24)	3834
156-837	서울	동작구	상도2동			159-(78)	3835
156-837	서울	동작구	상도2동			159-(176∼480)	3836
156-837	서울	동작구	상도2동			160∼166	3837
156-831	서울	동작구	상도2동			167∼172	3838
156-838	서울	동작구	상도2동			173∼175	3839
156-832	서울	동작구	상도2동			176∼179	3840
156-838	서울	동작구	상도2동			180∼186	3841
156-838	서울	동작구	상도2동			195∼196	3842
156-838	서울	동작구	상도2동			200∼201	3843
156-838	서울	동작구	상도2동			204∼206	3844
156-832	서울	동작구	상도2동			356	3845
156-832	서울	동작구	상도2동			358∼361	3846
156-868	서울	동작구	상도2동			362	3847
156-832	서울	동작구	상도2동			363-(5∼248)	3848
156-832	서울	동작구	상도2동			364∼373	3849
156-837	서울	동작구	상도2동			산4∼31	3850
156-837	서울	동작구	상도2동			산65-(116)	3851
156-032	서울	동작구	상도2동				3852
156-726	서울	동작구	상도3동		쌍용스위트닷홈아파트		3853
156-839	서울	동작구	상도3동			187-(1)	3854
156-839	서울	동작구	상도3동			189	3855
156-844	서울	동작구	상도3동			256	3856
156-844	서울	동작구	상도3동			259	3857
156-844	서울	동작구	상도3동			272∼274	3858
156-844	서울	동작구	상도3동			278	3859
156-873	서울	동작구	상도3동			279-(1∼13)	3860
156-873	서울	동작구	상도3동			279-(59∼183)	3861
156-873	서울	동작구	상도3동			279-(261∼275)	3862
156-873	서울	동작구	상도3동			279-(309∼314)	3863
156-873	서울	동작구	상도3동			279-(445∼452)	3864
156-873	서울	동작구	상도3동			279-(495∼610)	3865
156-846	서울	동작구	상도3동			280∼283	3866
156-846	서울	동작구	상도3동			285∼287	3867
156-844	서울	동작구	상도3동			288∼298	3868
156-846	서울	동작구	상도3동			299∼302	3869
156-844	서울	동작구	상도3동			303∼308	3870
156-839	서울	동작구	상도3동			324∼329	3871
156-839	서울	동작구	상도3동			331-(1∼153)	3872
156-839	서울	동작구	상도3동			333-(1∼3)	3873
156-839	서울	동작구	상도3동			335∼347	3874
156-839	서울	동작구	상도3동			348-(1∼181)	3875
156-839	서울	동작구	상도3동			350∼354	3876
156-839	서울	동작구	상도3동			356∼357	3877
156-846	서울	동작구	상도3동			374∼381	3878
156-839	서울	동작구	상도3동			산1∼3	3879
156-846	서울	동작구	상도3동			산72∼82	3880
156-033	서울	동작구	상도3동				3881
156-740	서울	동작구	상도4동		동아아파트		3882
156-840	서울	동작구	상도4동			187-(3)	3883
156-840	서울	동작구	상도4동			188	3884
156-840	서울	동작구	상도4동			190∼194	3885
156-840	서울	동작구	상도4동			197∼199	3886
156-840	서울	동작구	상도4동			202	3887
156-841	서울	동작구	상도4동			203	3888
156-841	서울	동작구	상도4동			207∼212	3889
156-842	서울	동작구	상도4동			213∼217	3890
156-842	서울	동작구	상도4동			221∼227	3891
156-841	서울	동작구	상도4동			228∼232	3892
156-840	서울	동작구	상도4동			235∼236	3893
156-843	서울	동작구	상도4동			237	3894
156-840	서울	동작구	상도4동			238∼243	3895
156-843	서울	동작구	상도4동			244	3896
156-840	서울	동작구	상도4동			245∼246	3897
156-843	서울	동작구	상도4동			247∼255	3898
156-843	서울	동작구	상도4동			257∼258	3899
156-843	서울	동작구	상도4동			260∼267	3900
156-872	서울	동작구	상도4동			268∼271	3901
156-869	서울	동작구	상도4동			275∼277	3902
156-845	서울	동작구	상도4동			279-(14∼56)	3903
156-845	서울	동작구	상도4동			279-(191∼257)	3904
156-845	서울	동작구	상도4동			279-(287∼308)	3905
156-845	서울	동작구	상도4동			279-(315∼443)	3906
156-845	서울	동작구	상도4동			279-(456∼494)	3907
156-869	서울	동작구	상도4동			345	3908
156-843	서울	동작구	상도4동			346∼347	3909
156-869	서울	동작구	상도4동			353	3910
156-843	서울	동작구	상도4동			355	3911
156-843	서울	동작구	상도4동			산66	3912
156-845	서울	동작구	상도4동			산65-(41)	3913
156-034	서울	동작구	상도4동				3914
156-030	서울	동작구	상도동				3915
156-700	서울	동작구	신대방1동		경남교수아파트		3916
156-727	서울	동작구	신대방1동		경남아파트		3917
156-706	서울	동작구	신대방1동		대한광업진흥공사		3918
156-759	서울	동작구	신대방1동		동작상떼빌아파트	(101∼106동)	3919
156-722	서울	동작구	신대방1동		롯데낙천대아파트		3920
156-786	서울	동작구	신대방1동		우성아파트	(1∼17동)	3921
156-757	서울	동작구	신대방1동		중외제약빌딩		3922
156-787	서울	동작구	신대방1동		현대아파트		3923
156-851	서울	동작구	신대방1동			492∼499	3924
156-852	서울	동작구	신대방1동			500∼597	3925
156-853	서울	동작구	신대방1동			598∼645	3926
156-854	서울	동작구	신대방1동			646∼698	3927
156-011	서울	동작구	신대방1동				3928
156-720	서울	동작구	신대방2동		기상청		3929
156-709	서울	동작구	신대방2동		농심사옥		3930
156-711	서울	동작구	신대방2동		롯데관악타워		3931
156-769	서울	동작구	신대방2동		보라매e편한세상아파트	(101∼105동)	3932
156-710	서울	동작구	신대방2동		보라매나산스위트		3933
156-728	서울	동작구	신대방2동		보라매삼성쉐르빌아파트		3934
156-713	서울	동작구	신대방2동		보라매아카데미		3935
156-750	서울	동작구	신대방2동		보라매파크빌아파트	(101∼106동)	3936
156-729	서울	동작구	신대방2동		보라매현대아파트		3937
156-712	서울	동작구	신대방2동		삼성보라매옴니타워		3938
156-012	서울	동작구	신대방2동		서울동작우체국		3939
156-707	서울	동작구	신대방2동		서울특별시보라매병원		3940
156-715	서울	동작구	신대방2동		신대방빌딩		3941
156-714	서울	동작구	신대방2동		전문건설회관빌딩		3942
156-736	서울	동작구	신대방2동		캐릭터그린빌		3943
156-847	서울	동작구	신대방2동			338∼356	3944
156-848	서울	동작구	신대방2동			357∼377	3945
156-849	서울	동작구	신대방2동			378∼469	3946
156-850	서울	동작구	신대방2동			470∼491	3947
156-855	서울	동작구	신대방2동			705∼718	3948
156-855	서울	동작구	신대방2동			720∼791	3949
156-012	서울	동작구	신대방2동				3950
156-010	서울	동작구	신대방동				3951
156-791	서울	동작구	흑석동		명수대현대아파트	(101∼109동)	3952
156-756	서울	동작구	흑석동		중앙대학교		3953
156-755	서울	동작구	흑석동		중앙대학교병원		3954
156-792	서울	동작구	흑석동		한강현대아파트	(101∼114동)	3955
156-708	서울	동작구	흑석동		흑석동양아파트	(101∼107동)	3956
156-774	서울	동작구	흑석동		흑석청호아파트	(101∼105동)	3957
156-779	서울	동작구	흑석동		흑석한강센트레빌아파트	(101∼110동)	3958
156-856	서울	동작구	흑석동			1∼2	3959
156-877	서울	동작구	흑석동			3∼11	3960
156-857	서울	동작구	흑석동			12∼54	3961
156-858	서울	동작구	흑석동			55∼79	3962
156-859	서울	동작구	흑석동			80∼98	3963
156-860	서울	동작구	흑석동			99∼181	3964
156-861	서울	동작구	흑석동			182∼235	3965
156-862	서울	동작구	흑석동			236∼259	3966
156-863	서울	동작구	흑석동			260∼291	3967
156-864	서울	동작구	흑석동			산3∼50	3968
156-859	서울	동작구	흑석동			산63∼79	3969
156-070	서울	동작구	흑석동				3970
156-600	서울	동작구	서울동작우체국사서함				3971
121-721	서울	마포구	공덕동		LG마포빌딩		3972
121-916	서울	마포구	공덕동		롯데캐슬프레지던트		3973
121-706	서울	마포구	공덕동		르네상스타워빌딩		3974
121-761	서울	마포구	공덕동		마포현대아파트	(1∼5동)	3975
121-710	서울	마포구	공덕동		별정우체국연금관리단		3976
121-762	서울	마포구	공덕동		삼성래미안공덕1차아파트	(101∼106동)	3977
121-775	서울	마포구	공덕동		삼성래미안공덕2차아파트	(101∼109동)	3978
121-780	서울	마포구	공덕동		삼성래미안공덕3차아파트	(301∼310동)	3979
121-780	서울	마포구	공덕동		삼성래미안공덕4차아파트	(401∼412동)	3980
121-713	서울	마포구	공덕동		서울서부지방검찰청		3981
121-713	서울	마포구	공덕동		서울서부지방법원		3982
121-705	서울	마포구	공덕동		서울신용보증재단		3983
121-744	서울	마포구	공덕동		신용보증기금빌딩		3984
121-719	서울	마포구	공덕동		재정회관빌딩		3985
121-758	서울	마포구	공덕동		제일빌딩		3986
121-717	서울	마포구	공덕동		태영빌딩		3987
121-718	서울	마포구	공덕동		풍림빌딩		3988
121-750	서울	마포구	공덕동		한겨레신문사		3989
121-757	서울	마포구	공덕동		한국산업인력공단		3990
121-720	서울	마포구	공덕동		효성빌딩		3991
121-800	서울	마포구	공덕동			1∼99	3992
121-801	서울	마포구	공덕동			100∼118	3993
121-802	서울	마포구	공덕동			119∼190	3994
121-803	서울	마포구	공덕동			191∼256	3995
121-804	서울	마포구	공덕동			257∼380	3996
121-805	서울	마포구	공덕동			381∼499	3997
121-020	서울	마포구	공덕동				3998
121-130	서울	마포구	구수동				3999
121-722	서울	마포구	노고산동		미화빌딩		4000
121-723	서울	마포구	노고산동		신촌상가		4001
121-806	서울	마포구	노고산동			1∼40	4002
121-807	서울	마포구	노고산동			41∼130	4003
121-100	서울	마포구	노고산동				4004
121-738	서울	마포구	당인동		서울화력발전소		4005
121-180	서울	마포구	당인동				4006
121-724	서울	마포구	대흥동		중앙빌딩		4007
121-725	서울	마포구	대흥동		중우빌딩		4008
121-764	서울	마포구	대흥동		태영아파트		4009
121-726	서울	마포구	대흥동		한국경영자총협회		4010
121-727	서울	마포구	대흥동		한국컴퓨터빌딩		4011
121-808	서울	마포구	대흥동			1∼17	4012
121-809	서울	마포구	대흥동			18∼316	4013
121-810	서울	마포구	대흥동			317∼399	4014
121-811	서울	마포구	대흥동			400∼850	4015
121-080	서울	마포구	대흥동				4016
121-704	서울	마포구	도화동		고려빌딩		4017
121-796	서울	마포구	도화동		고려아카데미텔2		4018
121-702	서울	마포구	도화동		근신빌딩		4019
121-728	서울	마포구	도화동		도원빌딩		4020
121-774	서울	마포구	도화동		도화우성아파트	(1∼17동)	4021
121-773	서울	마포구	도화동		도화현대홈타운아파트	(201∼212동)	4022
121-771	서울	마포구	도화동		도화현대아파트	(101∼113동)	4023
121-730	서울	마포구	도화동		동서빌딩		4024
121-748	서울	마포구	도화동		마스터즈타워빌딩		4025
121-772	서울	마포구	도화동		마포삼성아파트	(101∼114동)	4026
121-784	서울	마포구	도화동		마포트라팰리스		4027
121-745	서울	마포구	도화동		삼창빌딩		4028
121-041	서울	마포구	도화동		서울마포우체국		4029
121-715	서울	마포구	도화동		성우빌딩		4030
121-743	서울	마포구	도화동		성지빌딩		4031
121-729	서울	마포구	도화동		신원빌딩		4032
121-701	서울	마포구	도화동		일신빌딩		4033
121-716	서울	마포구	도화동		일진빌딩		4034
121-731	서울	마포구	도화동		정우빌딩		4035
121-732	서울	마포구	도화동		진도빌딩		4036
121-763	서울	마포구	도화동		창강빌딩		4037
121-779	서울	마포구	도화동		한화오벨리스크		4038
121-812	서울	마포구	도화동			1∼196	4039
121-813	서울	마포구	도화동			197∼349	4040
121-814	서울	마포구	도화동			350∼359	4041
121-815	서울	마포구	도화동			360∼580	4042
121-040	서울	마포구	도화동				4043
121-754	서울	마포구	동교동		LG팰리스빌딩		4044
121-753	서울	마포구	동교동		미래프라자		4045
121-755	서울	마포구	동교동		삼성생명동교동빌딩		4046
121-756	서울	마포구	동교동		상진빌딩		4047
121-733	서울	마포구	동교동		한국전파진흥원서울지사		4048
121-816	서울	마포구	동교동			113∼157	4049
121-898	서울	마포구	동교동			158∼161	4050
121-817	서울	마포구	동교동			162∼165	4051
121-818	서울	마포구	동교동			166∼183	4052
121-899	서울	마포구	동교동			184∼190	4053
121-898	서울	마포구	동교동			191∼199	4054
121-819	서울	마포구	동교동			200∼210	4055
121-200	서울	마포구	동교동				4056
121-703	서울	마포구	마포동		강변한신코아빌딩		4057
121-714	서울	마포구	마포동		다보빌딩		4058
121-734	서울	마포구	마포동		마포타워빌딩		4059
121-708	서울	마포구	마포동		삼정빌딩		4060
121-735	서울	마포구	마포동		신화빌딩		4061
121-736	서울	마포구	마포동		한신빌딩		4062
121-737	서울	마포구	마포동		현대빌딩		4063
121-050	서울	마포구	마포동				4064
121-820	서울	마포구	망원1동			50∼199	4065
121-889	서울	마포구	망원1동			200∼300	4066
121-820	서울	마포구	망원1동			301∼383	4067
121-821	서울	마포구	망원1동			384∼399	4068
121-820	서울	마포구	망원1동			400∼402	4069
121-822	서울	마포구	망원1동			403∼414	4070
121-903	서울	마포구	망원1동			415∼418	4071
121-889	서울	마포구	망원1동			454∼462	4072
121-900	서울	마포구	망원1동			484∼486	4073
121-889	서울	마포구	망원1동			488∼490	4074
121-890	서울	마포구	망원1동			492	4075
121-900	서울	마포구	망원1동			494	4076
121-821	서울	마포구	망원1동			496	4077
121-889	서울	마포구	망원1동			499∼500	4078
121-822	서울	마포구	망원1동			501	4079
121-889	서울	마포구	망원1동			503	4080
121-822	서울	마포구	망원1동			504	4081
121-821	서울	마포구	망원1동			511	4082
121-231	서울	마포구	망원1동				4083
121-823	서울	마포구	망원2동			419∼423	4084
121-827	서울	마포구	망원2동			424∼425	4085
121-825	서울	마포구	망원2동			426∼435	4086
121-824	서울	마포구	망원2동			436∼450	4087
121-825	서울	마포구	망원2동			451∼453	4088
121-824	서울	마포구	망원2동			463∼466	4089
121-826	서울	마포구	망원2동			467∼476	4090
121-827	서울	마포구	망원2동			477∼483	4091
121-824	서울	마포구	망원2동			491	4092
121-825	서울	마포구	망원2동			493	4093
121-824	서울	마포구	망원2동			495	4094
121-825	서울	마포구	망원2동			497	4095
121-824	서울	마포구	망원2동			498	4096
121-826	서울	마포구	망원2동			502	4097
121-824	서울	마포구	망원2동			505∼509	4098
121-825	서울	마포구	망원2동			510	4099
121-824	서울	마포구	망원2동			512	4100
121-826	서울	마포구	망원2동			513	4101
121-827	서울	마포구	망원2동			514	4102
121-824	서울	마포구	망원2동			515∼516	4103
121-827	서울	마포구	망원2동			517	4104
121-232	서울	마포구	망원2동				4105
121-230	서울	마포구	망원동				4106
121-707	서울	마포구	상수동		극동방송건물		4107
121-791	서울	마포구	상수동		홍익대학교		4108
121-828	서울	마포구	상수동			1∼299	4109
121-829	서울	마포구	상수동			300∼400	4110
121-160	서울	마포구	상수동				4111
121-914	서울	마포구	상암동		DMC이안오피스텔		4112
121-912	서울	마포구	상암동		DMC첨단산업센터		4113
121-915	서울	마포구	상암동		KBS미디어센터		4114
121-795	서울	마포구	상암동		누리꿈스퀘어		4115
121-798	서울	마포구	상암동		상암월드컵파크1단지아파트	(101∼106동)	4116
121-798	서울	마포구	상암동		상암월드컵파크2단지아파트	(201∼207동)	4117
121-799	서울	마포구	상암동		상암월드컵파크3단지아파트	(301∼309동)	4118
121-799	서울	마포구	상암동		상암월드컵파크4단지아파트	(401∼412동)	4119
121-901	서울	마포구	상암동		상암월드컵파크5단지아파트	(501∼508동)	4120
121-901	서울	마포구	상암동		상암월드컵파크6단지아파트	(601∼614동)	4121
121-902	서울	마포구	상암동		상암월드컵파크7단지아파트	(701∼717동)	4122
121-902	서울	마포구	상암동		상암월드컵파크8단지아파트	(801∼813동)	4123
121-785	서울	마포구	상암동		상암월드컵파크9단지아파트	(901∼916동)	4124
121-786	서울	마포구	상암동		상암월드컵파크10단지아파트	(1001∼1016동)	4125
121-787	서울	마포구	상암동		상암월드컵파크11단지아파트	(1101∼1109동)	4126
121-787	서울	마포구	상암동		상암월드컵파크12단지아파트	(1201∼1209동)	4127
121-759	서울	마포구	상암동		서부면허시험장		4128
121-797	서울	마포구	상암동		(주)엘지유플러스		4129
121-921	서울	마포구	상암동		우리금융상암센터		4130
121-913	서울	마포구	상암동		케이지아이티센터		4131
121-792	서울	마포구	상암동		팬택빌딩		4132
121-830	서울	마포구	상암동			1∼100	4133
121-831	서울	마포구	상암동			101∼299	4134
121-832	서울	마포구	상암동			300∼499	4135
121-833	서울	마포구	상암동			500∼799	4136
121-834	서울	마포구	상암동			800∼999	4137
121-835	서울	마포구	상암동			1000∼1599	4138
121-904	서울	마포구	상암동			1601∼1693	4139
121-270	서울	마포구	상암동				4140
121-746	서울	마포구	서교동		삼성화재해상보험빌딩		4141
121-739	서울	마포구	서교동		삼진제약		4142
121-740	서울	마포구	서교동		서교빌딩		4143
121-760	서울	마포구	서교동		서교타워오피스텔		4144
121-896	서울	마포구	서교동			1∼300	4145
121-836	서울	마포구	서교동			301∼337	4146
121-837	서울	마포구	서교동			338∼349	4147
121-838	서울	마포구	서교동			350∼358	4148
121-837	서울	마포구	서교동			359∼363	4149
121-893	서울	마포구	서교동			364∼373	4150
121-839	서울	마포구	서교동			382∼393	4151
121-894	서울	마포구	서교동			374∼381	4152
121-893	서울	마포구	서교동			394	4153
121-840	서울	마포구	서교동			395∼399	4154
121-895	서울	마포구	서교동			400∼419	4155
121-896	서울	마포구	서교동			420∼444	4156
121-841	서울	마포구	서교동			445∼457	4157
121-842	서울	마포구	서교동			458∼468	4158
121-839	서울	마포구	서교동			478∼485	4159
121-896	서울	마포구	서교동			469∼477	4160
121-837	서울	마포구	서교동			486	4161
121-841	서울	마포구	서교동			487∼500	4162
121-210	서울	마포구	서교동				4163
121-747	서울	마포구	성산1동		신안빌딩		4164
121-843	서울	마포구	성산1동			1∼59	4165
121-844	서울	마포구	성산1동			60∼93	4166
121-844	서울	마포구	성산1동			101∼114	4167
121-846	서울	마포구	성산1동			206∼243	4168
121-847	서울	마포구	성산1동			244∼259	4169
121-848	서울	마포구	성산1동			260∼340	4170
121-846	서울	마포구	성산1동			572	4171
121-844	서울	마포구	성산1동			586∼588	4172
121-844	서울	마포구	성산1동			596	4173
121-843	서울	마포구	성산1동			605∼609	4174
121-844	서울	마포구	성산1동			610∼625	4175
121-846	서울	마포구	성산1동			626∼649	4176
121-847	서울	마포구	성산1동			650	4177
121-847	서울	마포구	성산1동			산5∼16	4178
121-846	서울	마포구	성산1동			산23∼24	4179
121-251	서울	마포구	성산1동				4180
121-782	서울	마포구	성산2동		SH공사성산아파트	(101∼107동)	4181
121-711	서울	마포구	성산2동		마포구청		4182
121-781	서울	마포구	성산2동		성산시영아파트	(1∼33동)	4183
121-769	서울	마포구	성산2동		성산월드타운대림아파트	(101∼110동)	4184
121-849	서울	마포구	성산2동			94∼100	4185
121-849	서울	마포구	성산2동			115∼150	4186
121-845	서울	마포구	성산2동			151∼200	4187
121-849	서울	마포구	성산2동			201∼205	4188
121-850	서울	마포구	성산2동			341∼450	4189
121-849	서울	마포구	성산2동			451∼560	4190
121-850	서울	마포구	성산2동			561∼571	4191
121-850	서울	마포구	성산2동			573∼585	4192
121-850	서울	마포구	성산2동			589∼595	4193
121-850	서울	마포구	성산2동			597∼600	4194
121-849	서울	마포구	성산2동			601∼604	4195
121-917	서울	마포구	성산2동			666∼667	4196
121-252	서울	마포구	성산2동				4197
121-250	서울	마포구	성산동				4198
121-790	서울	마포구	신공덕동		메트로디오빌빌딩		4199
121-741	서울	마포구	신공덕동		신공덕삼성아파트	(101∼113동)	4200
121-765	서울	마포구	신공덕동		신공덕2차삼성래미안아파트	(201∼208동)	4201
121-765	서울	마포구	신공덕동		신공덕3차삼성래미안아파트	(301∼306동)	4202
121-851	서울	마포구	신공덕동			1∼49	4203
121-852	서울	마포구	신공덕동			50∼120	4204
121-853	서울	마포구	신공덕동			121∼160	4205
121-030	서울	마포구	신공덕동				4206
121-712	서울	마포구	신수동		마포세무서		4207
121-742	서울	마포구	신수동		서강대학교		4208
121-766	서울	마포구	신수동		신촌삼익아파트		4209
121-854	서울	마포구	신수동			1∼100	4210
121-855	서울	마포구	신수동			101∼200	4211
121-856	서울	마포구	신수동			201∼460	4212
121-110	서울	마포구	신수동				4213
121-140	서울	마포구	신정동				4214
121-752	서울	마포구	아현동		서울마포경찰서		4215
121-709	서울	마포구	아현동		크레디트센터빌딩		4216
121-857	서울	마포구	아현동			1∼84	4217
121-858	서울	마포구	아현동			85∼200	4218
121-859	서울	마포구	아현동			201∼269	4219
121-862	서울	마포구	아현동			270∼279	4220
121-859	서울	마포구	아현동			280∼370	4221
121-860	서울	마포구	아현동			371∼391	4222
121-861	서울	마포구	아현동			392∼456	4223
121-862	서울	마포구	아현동			457∼489	4224
121-891	서울	마포구	아현동			490∼599	4225
121-861	서울	마포구	아현동			600∼610	4226
121-862	서울	마포구	아현동			611∼630	4227
121-863	서울	마포구	아현동			631∼635	4228
121-891	서울	마포구	아현동			636∼637	4229
121-863	서울	마포구	아현동			638∼650	4230
121-891	서울	마포구	아현동			651∼681	4231
121-864	서울	마포구	아현동			682∼690	4232
121-861	서울	마포구	아현동			692	4233
121-857	서울	마포구	아현동			693∼718	4234
121-858	서울	마포구	아현동			719∼748	4235
121-861	서울	마포구	아현동			749∼751	4236
121-858	서울	마포구	아현동			762∼764	4237
121-860	서울	마포구	아현동			산3	4238
121-891	서울	마포구	아현동			산7∼8	4239
121-010	서울	마포구	아현동				4240
121-770	서울	마포구	연남동		코오롱아파트		4241
121-865	서울	마포구	연남동			223∼260	4242
121-866	서울	마포구	연남동			261∼369	4243
121-867	서울	마포구	연남동			370∼400	4244
121-868	서울	마포구	연남동			401∼500	4245
121-869	서울	마포구	연남동			501∼580	4246
121-240	서울	마포구	연남동				4247
121-749	서울	마포구	염리동		건강보험회관		4248
121-767	서울	마포구	염리동		마포자이아파트	(101∼110동)	4249
121-776	서울	마포구	염리동		삼성래미안아파트		4250
121-768	서울	마포구	염리동		상록아파트		4251
121-870	서울	마포구	염리동			1∼19	4252
121-871	서울	마포구	염리동			20∼50	4253
121-872	서울	마포구	염리동			51∼149	4254
121-873	서울	마포구	염리동			150∼160	4255
121-874	서울	마포구	염리동			161∼520	4256
121-090	서울	마포구	염리동				4257
121-875	서울	마포구	용강동			1∼119	4258
121-876	서울	마포구	용강동			120∼499	4259
121-875	서울	마포구	용강동			500	4260
121-876	서울	마포구	용강동			501	4261
121-070	서울	마포구	용강동				4262
121-777	서울	마포구	중동		성산2차현대아파트	(201∼203동)	4263
121-788	서울	마포구	중동		월드컵참누리아파트	(101∼109동)	4264
121-783	서울	마포구	중동		중동청구아파트		4265
121-777	서울	마포구	중동		현대아파트	(101∼106동)	4266
121-877	서울	마포구	중동			1∼99	4267
121-878	서울	마포구	중동			100∼350	4268
121-879	서울	마포구	중동			351∼400	4269
121-260	서울	마포구	중동				4270
121-778	서울	마포구	창전동		삼성아파트		4271
121-794	서울	마포구	창전동		서강쌍용예가아파트	(101∼115동)	4272
121-751	서울	마포구	창전동		이랜드빌딩		4273
121-789	서울	마포구	창전동		태영데시앙아파트	(101∼110동)	4274
121-880	서울	마포구	창전동			1∼10	4275
121-881	서울	마포구	창전동			11∼309	4276
121-882	서울	마포구	창전동			310∼440	4277
121-892	서울	마포구	창전동			441∼500	4278
121-190	서울	마포구	창전동				4279
121-060	서울	마포구	토정동				4280
121-150	서울	마포구	하중동				4281
121-793	서울	마포구	합정동		KCC엠파이어리버		4282
121-883	서울	마포구	합정동			1∼358	4283
121-884	서울	마포구	합정동			359∼365	4284
121-897	서울	마포구	합정동			366∼376	4285
121-885	서울	마포구	합정동			377∼389	4286
121-886	서울	마포구	합정동			390∼400	4287
121-883	서울	마포구	합정동			401∼414	4288
121-885	서울	마포구	합정동			415∼419	4289
121-887	서울	마포구	합정동			420∼436	4290
121-888	서울	마포구	합정동			437∼465	4291
121-883	서울	마포구	합정동			466	4292
121-884	서울	마포구	합정동			467	4293
121-888	서울	마포구	합정동			468	4294
121-886	서울	마포구	합정동			469	4295
121-883	서울	마포구	합정동			470	4296
121-888	서울	마포구	합정동			471∼499	4297
121-220	서울	마포구	합정동				4298
121-120	서울	마포구	현석동				4299
121-600	서울	마포구	서울마포우체국사서함				4300
120-767	서울	서대문구	남가좌1동		래미안남가좌2차아파트	(101∼110동)	4301
120-802	서울	서대문구	남가좌1동			102∼154	4302
120-803	서울	서대문구	남가좌1동			155∼168	4303
120-805	서울	서대문구	남가좌1동			186∼229	4304
120-805	서울	서대문구	남가좌1동			231∼299	4305
120-121	서울	서대문구	남가좌1동				4306
120-770	서울	서대문구	남가좌2동		가재울센트레빌아파트	(201∼207동)	4307
120-728	서울	서대문구	남가좌2동		명지대학교		4308
120-762	서울	서대문구	남가좌2동		삼성아파트		4309
120-758	서울	서대문구	남가좌2동		현대아파트		4310
120-800	서울	서대문구	남가좌2동			1∼10	4311
120-801	서울	서대문구	남가좌2동			11∼81	4312
120-804	서울	서대문구	남가좌2동			169∼185	4313
120-804	서울	서대문구	남가좌2동			230	4314
120-806	서울	서대문구	남가좌2동			322∼338	4315
120-807	서울	서대문구	남가좌2동			339∼374	4316
120-122	서울	서대문구	남가좌2동				4317
120-120	서울	서대문구	남가좌동				4318
120-701	서울	서대문구	냉천동		감리교신학대학		4319
120-050	서울	서대문구	냉천동				4320
120-160	서울	서대문구	대신동				4321
120-757	서울	서대문구	대현동		럭키아파트		4322
120-753	서울	서대문구	대현동		예스에이피엠		4323
120-750	서울	서대문구	대현동		이화여자대학교		4324
120-808	서울	서대문구	대현동			1∼67	4325
120-809	서울	서대문구	대현동			90∼142	4326
